path,suffix,matched_terms,snippet
scripts\stage_r2_4fmm2b1_rcwa_api_smoke_test.py,.py,getresult;run(;power;setnamed,"L101: ok, _ = try_call(rows, f""set {prop}"", lambda: fdtd.setnamed(obj, prop, value), obj) | L133: ok, value = try_call(rows, f""getresult {result_name}"", lambda: fdtd.getresult(obj, result_name), obj) | L189: run_ok, _ = try_call(steps, ""run_tiny_rcwa_model"", lambda: fdtd.run(), rcwa_object) | L209: ""power_preview"": try_result(fdtd, steps, rcwa_object, ""power""),"
scripts\stage_r2_4fmm2b2q_rcwa_tmm_quantitative_calibration.py,.py,getresult;run(;power;setnamed,"L147: ok, _ = try_call(rows, variant, case_id, f""set {obj}.{prop}"", lambda: fdtd.setnamed(obj, prop, value)) | L218: ok_if, _ = try_call(attempts, vid, case_id, ""set interface absolute positions"", lambda: fdtd.setnamed(RCWA_OBJECT, ""interface absolute positions"", arr)) | L232: run_ok, _ = try_call(attempts, vid, case_id, ""run_tiny_rcwa"", lambda: fdtd.run()) | L236: ok_names, names = try_call(attempts, vid, case_id, ""discover getresult names"", lambda: fdtd.getresult(RCWA_OBJECT)) | L241: ok_res, val = try_call(attempts, vid, case_id, f""getresult {name}"", lambda n=name: fdtd.getresult(RCWA_OBJECT, n)) | L328: lines = [""# FMM2B2Q RCWA-vs-TMM quantitative calibration"", """", ""## 中文报告"", """", ""1. 本阶段做了 tiny RCWA-vs-TMM quantitative diagnostic：4 个固定 1D stack case，3 个显式 RCWA variant；没有 sweep、没有 angle audit、没有 candidate ranking。"", """", "
scripts\stage_r2_4fmm2b2r_rcwa_interface_material_repair.py,.py,getresult;run(;setnamed,"L142: ok, _ = try_call(rows, case_id, f""set {obj}.{prop}"", lambda: fdtd.setnamed(obj, prop, value)) | L202: ok_if, _ = try_call(attempts, case_id, ""set interface absolute positions"", lambda: fdtd.setnamed(RCWA_OBJECT, ""interface absolute positions"", arr)) | L216: run_ok, _ = try_call(attempts, case_id, ""run_tiny_rcwa"", lambda: fdtd.run()) | L220: available_ok, available = try_call(attempts, case_id, ""discover getresult names"", lambda: fdtd.getresult(RCWA_OBJECT)) | L225: ok_res, val = try_call(attempts, case_id, f""getresult {name}"", lambda n=name: fdtd.getresult(RCWA_OBJECT, n))"
scripts\stage_r2_4fmm2b2_rcwa_tiny_calibration.py,.py,getresult;run(;setnamed,"L120: ok, _ = try_call(rows, case_id, f""set {obj}.{prop}"", lambda: fdtd.setnamed(obj, prop, value)) | L166: run_ok, _ = try_call(attempts, case_id, ""run_tiny_rcwa"", lambda: fdtd.run()) | L172: ok_res, val_res = try_call(attempts, case_id, f""getresult {result_name}"", lambda rn=result_name: fdtd.getresult(RCWA_OBJECT, rn))"
scripts\stage_r2_4fmm2c1_fmmax_dipole_bz_smoke.py,.py,dipole;power,"L19: OUT = ROOT / ""outputs"" / ""r2_4fmm2c1_fmmax_dipole_bz_smoke"" | L21: KEYWORDS = [""dipole"", ""metal_dipole"", ""source"", ""brillouin"", ""bz"", ""gaussian"", ""crystal"", ""amplitude"", ""flux"", ""poynting""] | L166: ""radiated_power_or_flux_computed"": False, | L167: ""notes"": ""Tiny API smoke only: localized source Fourier amplitudes and BZ wavevector construction, not full radiated-power solve."", | L214: relevant_api_found = any(any(k in r.get(""keywords"", """") for k in [""dipole"", ""source"", ""brillouin"", ""gaussian""]) for r in keyword_rows) | L217: decision = ""fmmax_dipole_bz_smoke_pass"" | L219: decision = ""fmmax_dipole_bz_api_mapped_no_run"" | L235: ""dipole_or_localized_source_or_bz_api_found"": relevant_api_found,"
scripts\stage_r2_4fmm2c2_fmmax_single_dipole_slab_metric.py,.py,dipole;farfield;power,"L16: OUT = ROOT / ""outputs"" / ""r2_4fmm2c2_fmmax_single_dipole_slab_metric"" | L83: from fmmax import basis, farfield, fields, fmm, scattering, sources | L97: (""farfield"", ""farfield_profile"", farfield.farfield_profile, ""farfield profile if flux/BZ grid is available later""), | L98: (""farfield"", ""farfield_integrated_flux"", farfield.farfield_integrated_flux, ""farfield integrated flux for later BZ workflows""), | L234: decision = ""fmmax_single_dipole_metric_fail"" | L262: decision = ""fmmax_single_dipole_metric_pass"" | L264: decision = ""fmmax_single_dipole_metric_partial_proxy_only"" | L266: decision = ""fmmax_single_dipole_metric_api_mapped_no_run"""
scripts\stage_r2_4fmm2c3_fmmax_dbr_slab_dipole_extraction_table.py,.py,dipole,"L16: OUT = ROOT / ""outputs"" / ""r2_4fmm2c3_fmmax_dbr_slab_dipole_extraction_table"" | L292: decision = ""fmmax_dbr_slab_dipole_table_pass"" | L294: decision = ""fmmax_dbr_slab_dipole_table_partial"" | L296: decision = ""fmmax_dbr_slab_dipole_table_fail"" | L312: ""ml_label_embryo_assessment"": ""yes_tiny_scalar_label_embryo_not_dataset"" if decision == ""fmmax_dbr_slab_dipole_table_pass"" else ""not_ready"", | L313: ""next_recommendation"": ""FMM2C4 tiny source-position/orientation averaging"" if decision == ""fmmax_dbr_slab_dipole_table_pass"" else ""reduce DBR complexity or clone official example/custom flux path"", | L320: (OUT / ""fmm2c3_fmmax_dbr_slab_dipole_summary.json"").write_text(json.dumps(summary, indent=2, default=str), encoding=""utf-8"") | L339: # FMM2C3 FMMAX tiny DBR/slab dipole extraction table"
scripts\stage_r2_4fmm2c_freeze_fmmax_dipole_feasibility_synthesis.py,.py,dipole;power,"L11: OUT = ROOT / ""outputs"" / ""r2_4fmm2c_freeze_fmmax_dipole_feasibility_synthesis"" | L15: ""FMM2C1"": ROOT / ""outputs"" / ""r2_4fmm2c1_fmmax_dipole_bz_smoke"", | L16: ""FMM2C2"": ROOT / ""outputs"" / ""r2_4fmm2c2_fmmax_single_dipole_slab_metric"", | L17: ""FMM2C3"": ROOT / ""outputs"" / ""r2_4fmm2c3_fmmax_dbr_slab_dipole_extraction_table"", | L84: ""decision"": c1.get(""decision"", ""fmmax_dipole_bz_smoke_pass""), | L87: ""remaining_gap"": ""no layer solve, no scattering stack, no flux or power scalar"", | L93: ""evidence_type"": ""single_dipole_slab_metric"", | L163: c1 = read_json(STAGE_PATHS[""FMM2C1""] / ""fmm2c1_fmmax_dipole_bz_smoke_summary.json"")"
scripts\stage_r2_4g0_dipole_aware_proxy_spec_minimal_validation_plan.py,.py,dipole;farfield;transmission,"L2: """"""R2-4G0 dipole-aware proxy specification and minimal validation plan. | L15: OUT = ROOT / ""outputs"" / ""r2_4g0_dipole_aware_proxy_spec_minimal_validation_plan"" | L18: ""D7"": ROOT / ""outputs"" / ""r2_4d7_xline_xdipole_fdtd_scout_d5_primary"", | L20: ""E2"": ROOT / ""outputs"" / ""r2_4e2_e1_0236_tri_point_xdipole_fdtd_guard"", | L23: ""F1"": ROOT / ""outputs"" / ""r2_4f1_f0_0781_tri_point_xdipole_fdtd_guard"", | L24: ""F2"": ROOT / ""outputs"" / ""r2_4f2_f0_0204_tri_point_xdipole_fdtd_guard"", | L153: {""term"": ""dipole_orientation"", ""v0_requirement"": ""x/y initially; z optional later"", ""why_needed"": ""dipole radiation and cavity coupling are orientation dependent"", ""status"": ""spec_only""}, | L158: {""term"": ""reciprocity_angle_weighting"", ""v0_requirement"": ""use incident-angle weighting if Python helper supports it"", ""why_needed"": ""reciprocity can approximate dipole-to-air angular extraction"", ""status"": ""optional_hel"
scripts\stage_r2_4g1_negative_dataset_feature_table_dipole_aware_proxy.py,.py,dipole,"L2: """"""R2-4G1 negative dataset feature table for dipole-aware proxy. | L15: OUT = ROOT / ""outputs"" / ""r2_4g1_negative_dataset_feature_table_dipole_aware_proxy"" | L17: ""G0"": ROOT / ""outputs"" / ""r2_4g0_dipole_aware_proxy_spec_minimal_validation_plan"", | L18: ""D7"": ROOT / ""outputs"" / ""r2_4d7_xline_xdipole_fdtd_scout_d5_primary"", | L21: ""E2"": ROOT / ""outputs"" / ""r2_4e2_e1_0236_tri_point_xdipole_fdtd_guard"", | L24: ""F1"": ROOT / ""outputs"" / ""r2_4f1_f0_0781_tri_point_xdipole_fdtd_guard"", | L25: ""F2"": ROOT / ""outputs"" / ""r2_4f2_f0_0204_tri_point_xdipole_fdtd_guard"", | L335: write_csv(OUT / ""r2_4g1_dipole_aware_feature_table.csv"", features)"
scripts\stage_r2_4g3_update_dipole_aware_proxy_thresholds_from_negative_dataset.py,.py,dipole,"L2: """"""R2-4G3 update dipole-aware proxy thresholds from negative dataset. | L14: OUT = ROOT / ""outputs"" / ""r2_4g3_update_dipole_aware_proxy_thresholds_from_negative_dataset"" | L16: ""G1"": ROOT / ""outputs"" / ""r2_4g1_negative_dataset_feature_table_dipole_aware_proxy"", | L17: ""G0"": ROOT / ""outputs"" / ""r2_4g0_dipole_aware_proxy_spec_minimal_validation_plan"", | L19: ""F1"": ROOT / ""outputs"" / ""r2_4f1_f0_0781_tri_point_xdipole_fdtd_guard"", | L20: ""F2"": ROOT / ""outputs"" / ""r2_4f2_f0_0204_tri_point_xdipole_fdtd_guard"", | L21: ""E2"": ROOT / ""outputs"" / ""r2_4e2_e1_0236_tri_point_xdipole_fdtd_guard"", | L60: features = read_csv(INPUTS[""G1""] / ""r2_4g1_dipole_aware_feature_table.csv"")"
scripts\stage_r2_4h0_baseline_pivot_after_proxy_candidate_failures.py,.py,dipole;farfield,"L16: ""G3"": ROOT / ""outputs"" / ""r2_4g3_update_dipole_aware_proxy_thresholds_from_negative_dataset"", | L17: ""G1"": ROOT / ""outputs"" / ""r2_4g1_negative_dataset_feature_table_dipole_aware_proxy"", | L19: ""F1"": ROOT / ""outputs"" / ""r2_4f1_f0_0781_tri_point_xdipole_fdtd_guard"", | L20: ""F2"": ROOT / ""outputs"" / ""r2_4f2_f0_0204_tri_point_xdipole_fdtd_guard"", | L21: ""E2"": ROOT / ""outputs"" / ""r2_4e2_e1_0236_tri_point_xdipole_fdtd_guard"", | L143: The self-generated candidates failed because the current 1D stack/MDC Python proxy does not model finite MQW dipole-coupled off-axis and leaky/guided channels. It can rank spectral or plane-wave angular behavior, but it "
scripts\stage_r2_4h1a_inventory_existing_wan_mdc_server_files.py,.py,monitor,"L129: for key in [""453"", ""blue"", ""sio2"", ""tio2"", ""100"", ""52"", ""m=8"", ""m = 8"", ""source"", ""monitor"", ""wavelength""]: | L234: 3. If confidence is medium/low, perform a later GUI/Lumerical audit to confirm layer order, wavelength, material names, m, source, and monitor setup."
scripts\stage_r2_4h1b_readonly_fsp_audit_existing_wan_mdc.py,.py,dipole;runanalysis;power;monitor;mesh accuracy,"L21: ""index"", ""monitor type"", ""source type"", ""injection axis"", ""direction"", | L24: ""mesh accuracy"", ""x min bc"", ""x max bc"", ""y min bc"", ""y max bc"", ""z min bc"", ""z max bc"", | L27: SOURCE_HINTS = [""source"", ""dipole"", ""mqw"", ""plane"", ""gaussian"", ""mode""] | L28: MONITOR_HINTS = [""monitor"", ""power"", ""field"", ""far"", ""frequency"", ""profile""] | L165: if any(h in text for h in MONITOR_HINTS): | L166: return ""monitor_like"" | L189: source_monitor_rows: list[dict[str, Any]] = [] | L194: return meta, object_rows, source_monitor_rows, material_rows"
scripts\stage_r2_4h1c_wan_mdc_path_resolution_and_gui_audit_pack.py,.py,dipole;farfield;runanalysis;monitor,"L18: TOKENS = [""mdc"", ""blue"", ""qujizi"", ""oujizi"", ""source"", ""dipole"", ""453"", ""450""] | L30: ""453"", ""450"", ""100"", ""52"", ""m=8"", ""m = 8"", ""dipole"", ""source"", | L123: if ""source"" in token_hits or ""dipole"" in token_hits: | L124: return ""source_or_dipole_related"" | L135: ""source_or_dipole_related"": 5, | L159: ""supports_dipole_source"": ""false"", | L183: supports_dipole = ""dipole"" in lower_all or ""mqw"" in lower_all | L195: ""supports_dipole_source"": str(supports_dipole).lower(),"
scripts\stage_r2_4h1d_lumerical_internal_no_run_fsp_audit.py,.py,dipole;farfield;runanalysis;power;monitor;mesh accuracy,"L15: SOURCE_TOKENS = [""source"", ""dipole"", ""plane"", ""planewave"", ""gaussian"", ""import"", ""mode"", ""mqw"", ""qujizi"", ""oujizi""] | L16: MONITOR_TOKENS = [""monitor"", ""farfield"", ""far field"", ""power"", ""field"", ""frequency"", ""movie""] | L22: ""dipole orientation"", ""theta"", ""phi"", ""polarization"", ""polarization angle"", | L23: ""x min bc"", ""x max bc"", ""y min bc"", ""y max bc"", ""z min bc"", ""z max bc"", ""mesh accuracy"", | L122: if any(t in text for t in MONITOR_TOKENS): | L123: return ""monitor_candidate"" | L167: ""source_dipole_or_mqw"": (""dipole"" in text or ""mqw"" in text), | L168: ""plane_wave_only"": (""plane wave"" in text or ""planewave"" in text) and not (""dipole"" in text or ""mqw"" in text),"
scripts\stage_r2_4h1e_manual_gui_audit_record_and_no_run_plan.py,.py,dipole;farfield;runanalysis;power;monitor;dimension;PML,"L34: {""object_name"": ""source"", ""object_type"": ""PlaneSource"", ""manual_role"": ""plane-wave source, must disable for dipole validation"", ""audit_source"": ""manual GUI screenshot observation""}, | L35: {""object_name"": ""monitor"", ""object_type"": ""DFTMonitor"", ""manual_role"": ""linear X monitor with farfield result"", ""audit_source"": ""manual GUI screenshot observation""}, | L36: {""object_name"": ""monitor_1"", ""object_type"": ""TimeMonitor"", ""manual_role"": ""time monitor"", ""audit_source"": ""manual GUI screenshot observation""}, | L37: {""object_name"": ""source_1"", ""object_type"": ""DipoleSource"", ""manual_role"": ""electric dipole source for future isolated x-dipole check"", ""audit_source"": ""manual GUI screenshot observation""}, | L48: ""future_action"": ""disable in memory before future dipole validation; do not save original FSP"", | L51: ""source_name"": ""source_1"", ""source_object_type"": ""DipoleSource"", ""source_shape_or_type"": ""Electric dipole"", ""plane_wave_type"": ""not applicable"", | L56: ""future_action"": ""enable/isolate for future x-dipole validation planning only"", | L65: fdtd_monitor = ["
scripts\stage_r2_4h1f_minimal_source_isolated_xaxis_three_position_xdipole_validation.py,.py,dipole;farfield;transmission;getresult;power;monitor;setnamed,"L14: OUT = ROOT / ""outputs"" / ""r2_4h1f_minimal_source_isolated_xaxis_three_position_xdipole_validation"" | L91: ok, _, err = call(fdtd, ""setnamed"", obj, prop, val) | L134: (""dipole type"", ""Electric dipole""), | L174: def extract_power(fdtd: Any, x_nm: float) -> tuple[dict[str, Any], list[str]]: | L176: row = {""source_x_nm"": x_nm, ""T_available"": False, ""T_preview"": """", ""transmission_available"": False, ""transmission_preview"": """", ""power_extraction_notes"": """"} | L177: ok, val, err = call(fdtd, ""getresult"", ""monitor"", ""T"") | L181: notes.append(f""getresult monitor T failed: {err}"") | L182: ok2, val2, err2 = call(fdtd, ""transmission"", ""monitor"")"
scripts\stage_r2_4h1g_h1f_failure_analysis_and_metric_audit.py,.py,dipole;farfield,"L10: INPUT = ROOT / ""outputs"" / ""r2_4h1f_minimal_source_isolated_xaxis_three_position_xdipole_validation"" | L150: individual = read_csv(INPUT / ""r2_4h1f_individual_farfield_angular_metrics.csv"") | L151: average = read_csv(INPUT / ""r2_4h1f_incoherent_average_farfield_angular_metrics.csv"") | L152: profiles = read_csv(INPUT / ""r2_4h1f_farfield_profiles_left_center_right_and_average.csv"") | L170: ""check"": ""farfield_angular_metrics_extracted"", | L171: ""value"": manifest.get(""farfield_angular_metrics_extracted"", False), | L172: ""evidence"": ""r2_4h1f_manifest.json and individual farfield csv"", | L226: notes.append(""raw farfield profile recalculation unavailable"")"
scripts\stage_r2_4h1h_corrected_metric_freeze_and_physics_decision.py,.py,dipole;farfield,"L9: H1F = ROOT / ""outputs"" / ""r2_4h1f_minimal_source_isolated_xaxis_three_position_xdipole_validation"" | L55: h1f_avg_rows = read_csv(H1F / ""r2_4h1f_incoherent_average_farfield_angular_metrics.csv"") | L90: validity_rows.append({""check"": ""farfield_extracted"", ""value"": h1f_manifest.get(""farfield_angular_metrics_extracted"", False), ""source"": ""H1F manifest""}) | L122: ""y_dipole_allowed"": ""only_after_explicit_user_approval"", | L140: Future 2D far-field angular metrics must use a documented angle vector from `farfieldangle` or an equivalent extracted theta grid. | L142: Future eta/leakage integrations must use one consistent total-normalized definition. Preferred choices are an official `farfield2dintegrate`-like window integration or explicit weighted numerical integration over theta. | L164: A y-dipole three-position validation may be considered later only if the user explicitly approves completing polarization or unpolarized-source characterization. | L166: If stronger near-normal narrowing is required, prioritize RCLED/DBR or MDC+RCLED source-conditioning planning. All future dipole validation must use at least x-axis three positions with incoherent intensity averaging. Ce"
scripts\stage_r2_4h1i_rcled_mdc_bottom_reflector_design_plan.py,.py,dipole;power;PML;setnamed,"L14: ""H1F"": ROOT / ""outputs"" / ""r2_4h1f_minimal_source_isolated_xaxis_three_position_xdipole_validation"", | L65: ""source_settings"": ""preserve source_1 x electric dipole theta=90 phi=0 wavelength 450 nm"", | L66: ""validation_protocol"": ""x-axis three-position validation at -2500, 0, +2500 nm with incoherent intensity/power averaging"", | L68: ""y_dipole_allowed"": False, | L133: {""item"": ""source_1"", ""planned_value"": ""electric dipole theta=90 deg phi=0 deg, 450 nm, x positions -2500/0/+2500 nm"", ""rationale"": ""preserve previous LED/source settings and x-only validation"", ""status"": ""inherited""}, | L134: {""item"": ""plane_source"", ""planned_value"": ""disable PlaneSource named source for dipole validation"", ""rationale"": ""source-isolated dipole validation only"", ""status"": ""required_future_derived_FSP_rule""}, | L138: {""item"": ""fdtd_y_span"", ""planned_value"": ""expand y-min downward in future derived FSP"", ""rationale"": ""current y-min about -1500 nm is likely insufficient for 10-pair bottom DBR plus PML margin"", ""status"": ""future_H1J_geo | L148: Future H1J/H1K derived FSP construction should start from `F:\\wc_312\\MDC_blue_oujizi.fsp`, keep the existing top MDC unchanged, disable PlaneSource `source`, and keep DipoleSource `source_1` as the x-oriented electric "
scripts\stage_r2_4h1j2_monitor_global_coordinate_audit_correction.py,.py,dipole;farfield;runanalysis;monitor;PML;setnamed,"L13: OUT = ROOT / ""outputs"" / ""r2_4h1j2_monitor_global_coordinate_audit_correction"" | L65: fdtd.setnamed(name, prop, value) | L68: errors.append({""operation"": f""setnamed {name}.{prop}"", ""status"": ""failed"", ""error"": str(exc)}) | L82: props = [""x"", ""x span"", ""y"", ""y span"", ""z"", ""z span"", ""enabled"", ""monitor type"", ""projection direction"", ""material index"", ""far field filter"", ""2D resolution"", ""3D resolution"", ""Assume structure is periodic"", ""override n | L97: monitor_rows: list[dict] = [] | L100: h1j2_decision = ""monitor_global_safety_requires_manual_gui_audit"" | L101: monitor_global_safety = ""requires_manual_gui_audit"" | L102: monitor_action = ""unchanged"""
scripts\stage_r2_4h1j3_create_corrected_derived_rcled_mdc_fsp_no_run.py,.py,dipole;farfield;runanalysis;monitor;PML;setnamed,"L111: fdtd.setnamed(obj, prop, value) | L114: errors.append({""operation"": f""setnamed {obj}.{prop}"", ""status"": ""failed"", ""error"": str(exc)}) | L160: monitor_rows: list[dict] = [] | L161: farfield_rows: list[dict] = [] | L175: farfield_settings_status = ""unknown"" | L176: monitor_global_safety = ""requires_manual_gui_audit"" | L183: monitor_y = ""unknown"" | L219: ""note"": ""y max unchanged at 1400 nm; monitor not moved because global unsafe not confirmed"","
scripts\stage_r2_4h1j4_fmm2b0_integer_dbr_and_lumerical_rcwa_audit_no_run.py,.py,dipole;farfield;runanalysis;monitor;PML;setnamed,"L111: fdtd.setnamed(obj, prop, value) | L114: errors.append({""operation"": f""setnamed {obj}.{prop}"", ""status"": ""failed"", ""error"": str(exc)}) | L160: monitor_rows: list[dict] = [] | L161: farfield_rows: list[dict] = [] | L175: farfield_settings_status = ""unknown"" | L176: monitor_global_safety = ""requires_manual_gui_audit"" | L183: monitor_y = ""unknown"" | L219: ""note"": ""y max unchanged at 1400 nm; monitor not moved because global unsafe not confirmed"","
scripts\stage_r2_4h1j_create_derived_rcled_mdc_fsp_no_run.py,.py,dipole;farfield;runanalysis;monitor;PML;setnamed,"L101: fdtd.setnamed(obj, prop, value) | L105: errors.append({""operation"": f""setnamed {obj}.{prop}"", ""status"": ""failed"", ""error"": str(exc)}) | L193: # Source isolation settings for future dipole validation. | L196: ""role"": ""PlaneSource; present but disabled for future dipole validation"", | L201: ""note"": ""If enabled is unknown in GUI, user must mark PlaneSource as not used for dipole validation"", | L205: ""role"": ""DipoleSource x-dipole; keep enabled for x-only validation"", | L215: ""note"": ""No y/z dipole or broadband created in H1J"", | L221: ""object"": ""monitor"","
scripts\stage_r2_4h1k4_manual_gui_audit_record_h1j4.py,.py,dipole;farfield;power;monitor;PML,"L30: (""source_orientation"", ""source_1 x-dipole theta=90 deg, phi=0 deg""), | L34: (""monitor_position"", ""monitor y about 1100 nm on output side of top MDC""), | L35: (""monitor_not_in_stack"", ""monitor is not inside TiO2/SiO2 layer stack""), | L36: (""monitor_pml_spacing"", ""monitor spacing from upper PML is reasonable""), | L37: (""farfield_projection"", ""projection direction = auto""), | L38: (""farfield_material_index"", ""material index = auto""), | L39: (""farfield_filter"", ""far field filter = 1""), | L40: (""farfield_2d_resolution"", ""2D resolution = 1001""),"
scripts\stage_r2_4h1k_fmm2a2_joint_gui_audit_and_fmm_env_plan.py,.py,dipole;farfield;power;monitor;PML,"L18: FARFIELD_SETTINGS = [ | L98: {""section"": ""source_setup"", ""item"": ""source type"", ""expected"": ""electric dipole"", ""user_result"": ""pending"", ""failure_decision_if_not_pass"": ""failed_requires_source_fix"", ""notes"": ""x-polarized validation only.""}, | L99: {""section"": ""source_setup"", ""item"": ""theta"", ""expected"": ""90 deg"", ""user_result"": ""pending"", ""failure_decision_if_not_pass"": ""failed_requires_source_fix"", ""notes"": ""Physical x dipole.""}, | L100: {""section"": ""source_setup"", ""item"": ""phi"", ""expected"": ""0 deg"", ""user_result"": ""pending"", ""failure_decision_if_not_pass"": ""failed_requires_source_fix"", ""notes"": ""Physical x dipole.""}, | L104: {""section"": ""fdtd_region"", ""item"": ""y max"", ""expected"": ""about 1400 nm"", ""user_result"": ""pending"", ""failure_decision_if_not_pass"": ""failed_requires_manual_review"", ""notes"": ""Top MDC and monitor inside FDTD.""}, | L105: {""section"": ""fdtd_region"", ""item"": ""PML margin below bottom DBR"", ""expected"": ""visually reasonable"", ""user_result"": ""pending"", ""failure_decision_if_not_pass"": ""failed_requires_manual_review"", ""notes"": ""Do not run if cram | L106: {""section"": ""monitor"", ""item"": ""monitor y"", ""expected"": ""about 1100 nm"", ""user_result"": ""pending"", ""failure_decision_if_not_pass"": ""failed_requires_monitor_fix"", ""notes"": ""Do not compare to local group coordinates blindl | L107: {""section"": ""monitor"", ""item"": ""output side"", ""expected"": ""visually above top MDC"", ""user_result"": ""pending"", ""failure_decision_if_not_pass"": ""failed_requires_monitor_fix"", ""notes"": ""Global/effective coordinate safety re"
scripts\stage_r2_fmm2a_solver_inventory_and_validation_protocol.py,.py,dipole;run(,"L44: cp = subprocess.run(args, capture_output=True, text=True, timeout=timeout) | L171: ""source_model"": ""x-dipole, 2D, source-isolated"", | L270: Immediate FDTD is not allowed. Heavy FMM sweeps are not allowed. y-dipole, broadband FDTD, and APCD coupling remain disallowed. | L284: - no y-dipole, broadband FDTD, or APCD coupling | L325: ""y_dipole_allowed"": False,"
scripts\blue_stage10_cp_zprop_validation\audit_cp_zprop_setup_and_extract.py,.py,dipole;farfield;power;monitor,"L12: EXTRACT_SCRIPT = Path(""scripts/blue_stage10_cp_zprop_validation/extract_cp_zprop_center_farfield.py"") | L52: ""monitor_above_metasurface_plus_z"": bool(run_consts.get(""MONITOR_Z_NM"") == 1000.0 and run_consts.get(""FIELD_MONITOR"") == ""top_field_monitor_zprop""), | L53: ""x_dipole_x_oriented"": bool('""orientation"": ""x""' in run_text and '""theta_deg"": 90.0, ""phi_deg"": 0.0' in run_text), | L54: ""y_dipole_y_oriented"": bool('""orientation"": ""y""' in run_text and '""theta_deg"": 90.0, ""phi_deg"": 90.0' in run_text), | L56: ""extract_uses_farfieldvector3d"": bool(""farfieldvector3d"" in extract_text), | L64: ""constants"": {k: run_consts.get(k) for k in [""PERIOD_X_NM"", ""PERIOD_Y_NM"", ""SOURCE_X_NM"", ""SOURCE_Y_NM"", ""SOURCE_Z_NM"", ""MONITOR_Z_NM"", ""FIELD_MONITOR"", ""POWER_MONITOR"", ""X_SOURCE"", ""Y_SOURCE""]},"
scripts\blue_stage10_cp_zprop_validation\extract_cp_zprop_5pos_cp_lee_metrics.py,.py,dipole;farfield;transmission;power;monitor,"L11: FIELD_MONITOR = ""top_field_monitor_zprop"" | L12: POWER_MONITOR = ""top_power_monitor_zprop"" | L49: vec=fdtd.farfieldvector3d(FIELD_MONITOR,1,grid_n,grid_n); arr=np.asarray(vec) | L52: else: raise ValueError(f""bad farfieldvector3d shape {arr.shape}"") | L53: ux=np.asarray(fdtd.farfieldux(FIELD_MONITOR,1,grid_n,grid_n),dtype=float).squeeze() | L54: uy=np.asarray(fdtd.farfielduy(FIELD_MONITOR,1,grid_n,grid_n),dtype=float).squeeze() | L55: info={""farfieldvector3d_shape"":list(arr.shape),""farfieldvector3d_complex"":bool(np.iscomplexobj(arr)),""ux_shape"":list(np.asarray(ux).shape),""uy_shape"":list(np.asarray(uy).shape)} | L58: def try_power(fdtd):"
scripts\blue_stage10_cp_zprop_validation\extract_cp_zprop_center_farfield.py,.py,dipole;farfield;power;monitor,"L16: FIELD_MONITOR = ""top_field_monitor_zprop"" | L17: POWER_MONITOR = ""top_power_monitor_zprop"" | L19: FARFIELD_N = 31 | L71: vec = fdtd.farfieldvector3d(FIELD_MONITOR, 1, FARFIELD_N, FARFIELD_N) | L72: debug[""farfieldvector3d""] = {""ok"": True, ""info"": array_info(vec)} | L81: debug[""farfieldvector3d""] = {""ok"": False, ""error"": f""{type(exc).__name__}: {exc}""} | L84: ux = np.asarray(fdtd.farfieldux(FIELD_MONITOR, 1, FARFIELD_N, FARFIELD_N), dtype=float).squeeze() | L85: uy = np.asarray(fdtd.farfielduy(FIELD_MONITOR, 1, FARFIELD_N, FARFIELD_N), dtype=float).squeeze()"
scripts\blue_stage10_cp_zprop_validation\extract_cp_zprop_grid_cone_convergence.py,.py,dipole;farfield;power;monitor,"L16: FIELD_MONITOR = ""top_field_monitor_zprop"" | L70: vec = fdtd.farfieldvector3d(FIELD_MONITOR, 1, grid_n, grid_n) | L77: raise ValueError(f""Cannot infer farfieldvector3d component axis from shape {arr.shape}"") | L78: ux = np.asarray(fdtd.farfieldux(FIELD_MONITOR, 1, grid_n, grid_n), dtype=float).squeeze() | L79: uy = np.asarray(fdtd.farfielduy(FIELD_MONITOR, 1, grid_n, grid_n), dtype=float).squeeze() | L80: return np.asarray(ex, dtype=np.complex128).squeeze(), np.asarray(ey, dtype=np.complex128).squeeze(), ux, uy, {""farfieldvector3d"": array_info(vec), ""ux"": array_info(ux), ""uy"": array_info(uy)} | L92: note = ""cone mask from farfieldux/farfielduy"" | L107: ""total_cone_power"": denom,"
scripts\blue_stage10_cp_zprop_validation\extract_cp_zprop_planewave_control.py,.py,dipole;getresult;power;monitor,"L16: FIELD_MONITOR = ""field_monitor"" | L17: POWER_MONITOR = ""T"" | L48: result = fdtd.getresult(FIELD_MONITOR, ""E"") | L49: meta: dict[str, Any] = {""monitor"": FIELD_MONITOR} | L82: return {""case_id"": case[""case_id""], ""structure"": case[""structure""], ""linear_input"": case[""linear_input""], ""status"": ""missing"", ""Ex_mean"": """", ""Ey_mean"": """", ""power_T"": """", ""result_fsp"": str(fsp), ""note"": ""missing FSP""},  | L88: power_t = """" | L90: t = fdtd.getresult(POWER_MONITOR, ""T"") | L93: power_t = str(float(np.ravel(np.asarray(t[""T""]))[0]))"
